ID,Mission,Type,Subtype,Weight (g),Pristine (%)
70270,Apollo17,Soil,Unsieved,70.46,98.15
70271,Apollo17,Soil,<1mm,116.1,98.14
70272,Apollo17,Soil,1-2mm,2.97,100
70273,Apollo17,Soil,2-4mm,1.46,100
70274,Apollo17,Soil,4-10mm,2.33,95.28
70275,Apollo17,Basalt,Ilmenite,171.4,93.95
70290,Apollo17,Soil,Unsieved,56.36,97.57
70295,Apollo17,Breccia,Regolith,361.2,95.95
70310,Apollo17,Soil,Unsieved,6.82,79.03
70311,Apollo17,Soil,<1mm,106.5,98.48
70312,Apollo17,Soil,1-2mm,4.2,96.48
70313,Apollo17,Soil,2-4mm,3.21,90.69
70314,Apollo17,Soil,4-10mm,5.25,95.62
70315,Apollo17,Basalt,Ilmenite,148.6,92.88
70320,Apollo17,Soil,Unsieved,78.24,100
70321,Apollo17,Soil,<1mm,141.6,98.85
70322,Apollo17,Soil,1-2mm,5.42,97.47
70323,Apollo17,Soil,2-4mm,4.1,89.73
70324,Apollo17,Soil,4-10mm,4,98.63
71010,Apollo17,Soil,Unsieved,32.84,98.05
71030,Apollo17,Soil,Unsieved,36.28,85.39
71035,Apollo17,Basalt,Ilmenite,144.8,97.6
71036,Apollo17,Basalt,Ilmenite,118.4,0
71037,Apollo17,Basalt,Ilmenite,14.39,89.48
71040,Apollo17,Soil,Unsieved,94.89,98.89
71041,Apollo17,Soil,<1mm,137.8,94.92
71042,Apollo17,Soil,1-2mm,7.21,100
71043,Apollo17,Soil,2-4mm,6.19,100
71044,Apollo17,Soil,4-10mm,12.84,99.44
71045,Apollo17,Basalt,Ilmenite,11.92,95.89
71046,Apollo17,Basalt,Ilmenite,3.04,80.01
71047,Apollo17,Basalt,Ilmenite,2.78,45.29
71048,Apollo17,Basalt,Ilmenite,2.46,73.55
71049,Apollo17,Basalt,Ilmenite,1.86,51.72
71050,Apollo17,Soil,Unsieved,4,62.5
71055,Apollo17,Basalt,Ilmenite,669.6,79.56
71060,Apollo17,Soil,Unsieved,199.4,97.36
71061,Apollo17,Soil,<1mm,229.2,86.86
71062,Apollo17,Soil,1-2mm,20.74,100
71063,Apollo17,Soil,2-4mm,22.79,100
71064,Apollo17,Soil,4-10mm,34.35,98.34
71065,Apollo17,Basalt,Ilmenite,28.83,98.34
71066,Apollo17,Basalt,Ilmenite,19.96,94.35
71067,Apollo17,Basalt,Ilmenite,4.25,90.22
71068,Apollo17,Basalt,Ilmenite,4.21,89.12
71069,Apollo17,Basalt,Ilmenite,4.06,79.23
71075,Apollo17,Basalt,Ilmenite,1.56,88.55
71085,Apollo17,Basalt,Ilmenite,3.4,87.6
71086,Apollo17,Basalt,Ilmenite,3.33,88.01
71087,Apollo17,Basalt,Ilmenite,2.2,54.64
71088,Apollo17,Basalt,Ilmenite,2.06,64.78
71089,Apollo17,Basalt,Ilmenite,1.73,25.1
71095,Apollo17,Basalt,Ilmenite,1.48,22.19
71096,Apollo17,Basalt,Ilmenite,1.37,29.68
71097,Apollo17,Basalt,Ilmenite,1.36,53.51
71130,Apollo17,Soil,Unsieved,49.51,95.54
71131,Apollo17,Soil,<1mm,86.4,96.96
71132,Apollo17,Soil,1-2mm,3.99,100
71133,Apollo17,Soil,2-4mm,3.22,100
71134,Apollo17,Soil,4-10mm,0.91,91.65
71135,Apollo17,Basalt,Ilmenite,36.85,87.87
71136,Apollo17,Basalt,Ilmenite,25.39,95.88
71150,Apollo17,Soil,Unsieved,1.57,7.67
71151,Apollo17,Soil,<1mm,57.6,95.46
71152,Apollo17,Soil,1-2mm,2.6,100
71153,Apollo17,Soil,2-4mm,2.36,100
71154,Apollo17,Soil,4-10mm,1.37,99.2
71155,Apollo17,Basalt,Ilmenite,26.15,87.53
71156,Apollo17,Basalt,Ilmenite,5.42,94.28
71157,Apollo17,Basalt,Ilmenite,1.47,36.43
71170,Apollo17,Soil,Unsieved,16.38,71.06
71175,Apollo17,Basalt,Ilmenite,207.8,98.23
71500,Apollo17,Soil,Unsieved,359.5,95.12
71501,Apollo17,Soil,<1mm,600.9,80.85
71502,Apollo17,Soil,1-2mm,22.68,89.33
71503,Apollo17,Soil,2-4mm,17.58,84.24
71504,Apollo17,Soil,4-10mm,13.13,94.88
71505,Apollo17,Basalt,Ilmenite,29.45,90.9
71506,Apollo17,Basalt,Ilmenite,12.11,96.61
71507,Apollo17,Basalt,Ilmenite,3.96,88.59
71508,Apollo17,Basalt,Ilmenite,3.42,84.14
71509,Apollo17,Basalt,Ilmenite,1.69,79.88
71515,Apollo17,Basalt,Ilmenite,1.64,77.37
71520,Apollo17,Soil,Unsieved,48.16,60.56
71525,Apollo17,Basalt,Ilmenite,3.9,90
71526,Apollo17,Basalt,Ilmenite,12.91,97.44
71527,Apollo17,Basalt,Ilmenite,2.19,93.14
71528,Apollo17,Basalt,Ilmenite,11.25,97.07
71529,Apollo17,Basalt,Ilmenite,6.03,92.37
71530,Apollo17,Breccia,Unclassified,0,0
71535,Apollo17,Basalt,Ilmenite,17.71,97.29
71536,Apollo17,Basalt,Ilmenite,5.32,90.04
71537,Apollo17,Basalt,Ilmenite,12.25,96.16
71538,Apollo17,Basalt,Ilmenite,8.04,95.9
71539,Apollo17,Basalt,Ilmenite,10.9,73.27
71545,Apollo17,Basalt,Ilmenite,17.26,87.01
71546,Apollo17,Basalt,Ilmenite,150.7,97.88
71547,Apollo17,Basalt,Ilmenite,12.54,95.85
71548,Apollo17,Basalt,Ilmenite,25.46,98.35
71549,Apollo17,Basalt,Ilmenite,7.9,94.81
71555,Apollo17,Basalt,Ilmenite,4.55,92.3
71556,Apollo17,Basalt,Ilmenite,29.14,98.18
71557,Apollo17,Basalt,Ilmenite,40.35,95.07
71558,Apollo17,Basalt,Ilmenite,15.81,95.52
71559,Apollo17,Basalt,Ilmenite,82.16,98.58
71565,Apollo17,Basalt,Ilmenite,24.09,97.14
71566,Apollo17,Basalt,Ilmenite,414.4,45.06
71567,Apollo17,Basalt,Ilmenite,146,95.81
71568,Apollo17,Basalt,Ilmenite,10.02,94.91
71569,Apollo17,Basalt,Ilmenite,289.6,91.03
71575,Apollo17,Basalt,Ilmenite,2.11,89.45
71576,Apollo17,Basalt,Ilmenite,23.54,91.06
71577,Apollo17,Basalt,Ilmenite,234.7,98.87
71578,Apollo17,Basalt,Ilmenite,353.9,99.82
71579,Apollo17,Basalt,Ilmenite,7.94,94.71
71585,Apollo17,Basalt,Ilmenite,13.86,95.9
71586,Apollo17,Basalt,Ilmenite,26.92,98.55
71587,Apollo17,Basalt,Ilmenite,41.27,98.5
71588,Apollo17,Basalt,Ilmenite,48.98,98.47
71589,Apollo17,Basalt,Ilmenite,6.86,96.79
71595,Apollo17,Basalt,Ilmenite,25.21,97.34
71596,Apollo17,Basalt,Ilmenite,61.05,97.5
71597,Apollo17,Basalt,Ilmenite,12.35,67.87
72010,Apollo17,Soil,Unsieved,76.92,100
72130,Apollo17,Soil,Unsieved,79.91,88.35
72131,Apollo17,Soil,<1mm,107.9,96.06
72132,Apollo17,Soil,1-2mm,8.53,100
72133,Apollo17,Soil,2-4mm,10.95,100
72134,Apollo17,Soil,4-10mm,13.18,96.13
72135,Apollo17,Breccia,Fragmental,336.9,96.27
72140,Apollo17,Soil,Unsieved,115,99.65
72141,Apollo17,Soil,<1mm,225.9,94.6
72142,Apollo17,Soil,1-2mm,5.32,95.3
72143,Apollo17,Soil,2-4mm,1.88,100
72144,Apollo17,Soil,4-10mm,2.73,88.1
72145,Apollo17,Breccia,Regolith,1.25,100
72150,Apollo17,Soil,Unsieved,53.29,93.64
72155,Apollo17,Basalt,Ilmenite,238.5,87.85
72160,Apollo17,Soil,Unsieved,80,96.48
72161,Apollo17,Soil,<1mm,162.5,86.47
72162,Apollo17,Soil,1-2mm,4.02,87.56
72163,Apollo17,Soil,2-4mm,2.54,100
72164,Apollo17,Soil,4-10mm,0.95,99.37
72210,Apollo17,Soil,Unsieved,1.83,81.42
72215,Apollo17,Breccia,ImpactMelt,379.2,86.03
72220,Apollo17,Soil,Unsieved,136.2,99.93
72221,Apollo17,Soil,<1mm,225.8,99.96
72222,Apollo17,Soil,1-2mm,11.13,100
72223,Apollo17,Soil,2-4mm,7.92,100
72224,Apollo17,Soil,4-10mm,7.51,94.78
72230,Apollo17,Soil,Unsieved,1.66,81.33
72235,Apollo17,Breccia,ImpactMelt,61.91,75.94
72240,Apollo17,Soil,Unsieved,113.3,99.65
72241,Apollo17,Soil,<1mm,186,99.83
72242,Apollo17,Soil,1-2mm,11.2,100
72243,Apollo17,Soil,2-4mm,7.93,100
72244,Apollo17,Soil,4-10mm,3.99,92.53
72250,Apollo17,Soil,Unsieved,7.74,63.95
72255,Apollo17,Breccia,ImpactMelt,461.2,85.72
72260,Apollo17,Soil,Unsieved,100.6,99.6
72261,Apollo17,Soil,<1mm,161.9,98.7
72262,Apollo17,Soil,1-2mm,7.7,100
72263,Apollo17,Soil,2-4mm,4.4,100
72264,Apollo17,Soil,4-10mm,4.4,94.64
72270,Apollo17,Soil,Unsieved,26.11,61.28
72275,Apollo17,Breccia,Fragmental,3640,90.86
72310,Apollo17,Soil,Unsieved,1.09,85.32
72315,Apollo17,Breccia,ImpactMelt,131.4,86.58
72320,Apollo17,Soil,Unsieved,26.17,98.2
72321,Apollo17,Soil,<1mm,77.3,90.1
72322,Apollo17,Soil,1-2mm,1.38,92.75
72323,Apollo17,Soil,2-4mm,0.5,100
72324,Apollo17,Soil,4-10mm,0.96,87.92
72330,Apollo17,Soil,Unsieved,0.36,72.22
72335,Apollo17,Breccia,ImpactMelt,108.9,98.37
72350,Apollo17,Soil,Unsieved,1.7,0
72355,Apollo17,Breccia,ImpactMelt,367.4,98.78
72370,Apollo17,Soil,Unsieved,0.02,0
72375,Apollo17,Breccia,ImpactMelt,18.2,98.51
72390,Apollo17,Soil,Unsieved,20.63,59.04
72395,Apollo17,Breccia,ImpactMelt,536.4,85.21
72410,Apollo17,Soil,Unsieved,52,98.06
72415,Apollo17,Crustal,Cataclasite,32.34,58.89
72416,Apollo17,Crustal,Cataclasite,11.53,64.61
72417,Apollo17,Crustal,Cataclasite,11.32,2.76
72418,Apollo17,Crustal,Cataclasite,3.55,88.25
72430,Apollo17,Soil,Unsieved,1.45,0
72431,Apollo17,Soil,<1mm,72,99.86
72432,Apollo17,Soil,1-2mm,3.62,100
72433,Apollo17,Soil,2-4mm,2.33,100
72434,Apollo17,Soil,4-10mm,1.47,97.96
72435,Apollo17,Breccia,ImpactMelt,160.6,74.34
72440,Apollo17,Soil,Unsieved,161.6,99.69
72441,Apollo17,Soil,<1mm,267.3,95.33
72442,Apollo17,Soil,1-2mm,10.6,92.83
72443,Apollo17,Soil,2-4mm,7.98,74.62
72444,Apollo17,Soil,4-10mm,2.91,86.56
72460,Apollo17,Soil,Unsieved,0.51,0
72461,Apollo17,Soil,<1mm,113.7,90.96
72462,Apollo17,Soil,1-2mm,5.14,95.14
72463,Apollo17,Soil,2-4mm,3.9,100
72464,Apollo17,Soil,4-10mm,1.76,75.17
72500,Apollo17,Soil,Unsieved,325.5,96.04
72501,Apollo17,Soil,<1mm,687.2,86.87
72502,Apollo17,Soil,1-2mm,24.13,86.2
72503,Apollo17,Soil,2-4mm,12.94,44.56
72504,Apollo17,Soil,4-10mm,7.96,93.35
72505,Apollo17,Breccia,ImpactMelt,3.1,100
72530,Apollo17,Soil,Unsieved,18.14,78.83
72535,Apollo17,Breccia,ImpactMelt,221.4,95.26
72536,Apollo17,Breccia,ImpactMelt,52.3,98.49
72537,Apollo17,Breccia,ImpactMelt,5.19,100
72538,Apollo17,Breccia,ImpactMelt,11.09,100
72539,Apollo17,Breccia,ImpactMelt,11.22,67.59
72545,Apollo17,Breccia,ImpactMelt,4.06,100
72546,Apollo17,Breccia,ImpactMelt,4.86,100
72547,Apollo17,Breccia,ImpactMelt,5.05,100
72548,Apollo17,Breccia,ImpactMelt,29.3,97.2
72549,Apollo17,Breccia,ImpactMelt,21,78.51
72555,Apollo17,Breccia,ImpactMelt,10.48,100
72556,Apollo17,Breccia,ImpactMelt,3.86,100
72557,Apollo17,Breccia,ImpactMelt,4.56,100
72558,Apollo17,Breccia,ImpactMelt,5.71,90.6
72559,Apollo17,Crustal,Cataclasite,27.8,95.41
72700,Apollo17,Soil,Unsieved,295.2,99.86
72701,Apollo17,Soil,<1mm,557.3,87.47
72702,Apollo17,Soil,1-2mm,17.7,87.74
72703,Apollo17,Soil,2-4mm,8.05,81.12
72704,Apollo17,Soil,4-10mm,4.76,90.02
72705,Apollo17,Breccia,ImpactMelt,2.4,86.19
72730,Apollo17,Soil,Unsieved,1.98,45.45
72735,Apollo17,Breccia,Unclassified,0,96.07
72736,Apollo17,Breccia,ImpactMelt,28.7,87.49
72737,Apollo17,Breccia,ImpactMelt,3.33,100
72738,Apollo17,Breccia,ImpactMelt,23.75,95.24
73001,Apollo17,Core,Unsieved,809,100
73002,Apollo17,Core,Unsieved,429.7,100
73010,Apollo17,Soil,Unsieved,34.56,100
73120,Apollo17,Soil,Unsieved,100.2,99.8
73121,Apollo17,Soil,<1mm,179.7,89.48
73122,Apollo17,Soil,1-2mm,5.25,98.48
73123,Apollo17,Soil,2-4mm,2.03,100
73124,Apollo17,Soil,4-10mm,0.5,92
73130,Apollo17,Soil,Unsieved,77.2,99.22
73131,Apollo17,Soil,<1mm,132.3,97.12
73132,Apollo17,Soil,1-2mm,10.38,100
73133,Apollo17,Soil,2-4mm,8.58,100
73134,Apollo17,Soil,4-10mm,9.61,98.96
73140,Apollo17,Soil,Unsieved,121.6,99.92
73141,Apollo17,Soil,<1mm,191.4,91.9
73142,Apollo17,Soil,1-2mm,11.69,93.58
73143,Apollo17,Soil,2-4mm,7.84,93.62
73144,Apollo17,Soil,4-10mm,4.47,93.51
73145,Apollo17,Breccia,ImpactMelt,5.6,100
73146,Apollo17,Crustal,Cataclasite,3.01,90.03
73150,Apollo17,Soil,Unsieved,52.56,97.98
73151,Apollo17,Soil,<1mm,101.2,98.52
73152,Apollo17,Soil,1-2mm,3.57,100
73153,Apollo17,Soil,2-4mm,1.31,100
73154,Apollo17,Soil,4-10mm,0.31,100
73155,Apollo17,Breccia,ImpactMelt,79.3,93.4
73156,Apollo17,Breccia,ImpactMelt,3.2,100
73210,Apollo17,Soil,Unsieved,37.89,73.9
73211,Apollo17,Soil,<1mm,51.95,97.09
73212,Apollo17,Soil,1-2mm,3.47,100
73213,Apollo17,Soil,2-4mm,2.8,100
73214,Apollo17,Soil,4-10mm,2.47,92.43
73215,Apollo17,Breccia,ImpactMelt,1062,84.4
73216,Apollo17,Breccia,ImpactMelt,162.2,94.09
73217,Apollo17,Breccia,ImpactMelt,138.8,89.25
73218,Apollo17,Breccia,ImpactMelt,39.67,93.47
73219,Apollo17,Basalt,Ilmenite,2.9,88.89
73220,Apollo17,Soil,Unsieved,20.8,99.04
73221,Apollo17,Soil,<1mm,48.11,77.57
73222,Apollo17,Soil,1-2mm,2.71,90.41
73223,Apollo17,Soil,2-4mm,2.61,100
73224,Apollo17,Soil,4-10mm,1.65,87.21
73225,Apollo17,Breccia,ImpactMelt,3.66,95.66
73230,Apollo17,Soil,Unsieved,21.34,86.13
73235,Apollo17,Breccia,ImpactMelt,878.3,88.5
73240,Apollo17,Soil,Unsieved,114.7,99.39
73241,Apollo17,Soil,<1mm,192.7,89.61
73242,Apollo17,Soil,1-2mm,14.94,91.63
73243,Apollo17,Soil,2-4mm,14.38,65.17
73244,Apollo17,Soil,4-10mm,22.25,88.59
73245,Apollo17,Breccia,ImpactMelt,1.6,81.56
73250,Apollo17,Soil,Unsieved,15.25,83.41
73255,Apollo17,Breccia,ImpactMelt,394.1,81.55
73260,Apollo17,Soil,Unsieved,103.5,99
73261,Apollo17,Soil,<1mm,194.8,93.7
73262,Apollo17,Soil,1-2mm,12.01,95.84
73263,Apollo17,Soil,2-4mm,9.47,85.53
73264,Apollo17,Soil,4-10mm,6.45,94.57
73270,Apollo17,Soil,Unsieved,22.43,90.37
73275,Apollo17,Breccia,ImpactMelt,429.6,90.39
73280,Apollo17,Soil,Unsieved,53.54,99.38
73281,Apollo17,Soil,<1mm,95.75,91.79
73282,Apollo17,Soil,1-2mm,5.38,95.17
73283,Apollo17,Soil,2-4mm,4.74,100
73284,Apollo17,Soil,4-10mm,7.14,94.68
73285,Apollo17,Breccia,Regolith,2.6,100
74001,Apollo17,Core,Unsieved,1072,74.72
74002,Apollo17,Core,Unsieved,909.6,74.55
74010,Apollo17,Soil,Unsieved,22.52,37.83
74110,Apollo17,Soil,Unsieved,92.12,97.11
74111,Apollo17,Soil,<1mm,116.8,98.86
74112,Apollo17,Soil,1-2mm,11.12,100
74113,Apollo17,Soil,2-4mm,12.11,100
74114,Apollo17,Soil,4-10mm,13.26,56.85
74115,Apollo17,Breccia,Regolith,15.36,81.81
74116,Apollo17,Breccia,Regolith,12.68,89.11
74117,Apollo17,Breccia,Regolith,3.69,80.05
74118,Apollo17,Breccia,Regolith,3.59,60.45
74119,Apollo17,Breccia,Regolith,1.79,100
74120,Apollo17,Soil,Unsieved,124.1,100.2
74121,Apollo17,Soil,<1mm,252,92.46
74122,Apollo17,Soil,1-2mm,6.65,96.24
74123,Apollo17,Soil,2-4mm,2.73,100
74124,Apollo17,Soil,4-10mm,0.39,100
74220,Apollo17,Soil,Unsieved,1171,85.9
74221,Apollo17,Soil,<1mm,7.77,78.4
74222,Apollo17,Soil,1-2mm,0.08,100
74223,Apollo17,Soil,2-4mm,0.17,100
74224,Apollo17,Soil,4-10mm,0.98,100
74230,Apollo17,Soil,Unsieved,0.7,88.57
74235,Apollo17,Basalt,Ilmenite,59.04,75.7
74240,Apollo17,Soil,Unsieved,544.9,93.76
74241,Apollo17,Soil,<1mm,307.3,81.21
74242,Apollo17,Soil,1-2mm,22.5,90.62
74243,Apollo17,Soil,2-4mm,27.67,92.81
74244,Apollo17,Soil,4-10mm,21.95,96.96
74245,Apollo17,Basalt,Ilmenite,64.34,92.57
74246,Apollo17,Breccia,Regolith,28.81,80.75
74247,Apollo17,Basalt,Ilmenite,7.76,86.78
74248,Apollo17,Basalt,Ilmenite,5.68,91.69
74249,Apollo17,Basalt,Ilmenite,4.18,94.74
74250,Apollo17,Soil,Unsieved,22.56,86.13
74255,Apollo17,Basalt,Ilmenite,737.3,58.22
74260,Apollo17,Soil,Unsieved,367.97,96.69
74261,Apollo17,Soil,<1mm,111.99,85.42
74262,Apollo17,Soil,1-2mm,5.67,95.59
74263,Apollo17,Soil,2-4mm,4.76,100
74264,Apollo17,Soil,4-10mm,7.99,100
74265,Apollo17,Basalt,Unclassified,28.32,100
74270,Apollo17,Soil,Unsieved,9.61,47.14
74275,Apollo17,Basalt,Ilmenite,1493,85.99
74285,Apollo17,Basalt,Ilmenite,2.21,70.93
74286,Apollo17,Basalt,Ilmenite,2.1,56.18
74287,Apollo17,Basalt,Ilmenite,1.57,58.16
75010,Apollo17,Soil,Unsieved,9.25,87.68
75015,Apollo17,Basalt,Ilmenite,1006,59.88
75030,Apollo17,Soil,Unsieved,2.63,90.87
75035,Apollo17,Basalt,Ilmenite,1235,90.29
75050,Apollo17,Soil,Unsieved,2.5,0
75055,Apollo17,Basalt,Ilmenite,949.4,91.14
75060,Apollo17,Soil,Unsieved,0.53,75.9
75061,Apollo17,Soil,<1mm,157.9,89.78
75062,Apollo17,Soil,1-2mm,8.52,93.18
75063,Apollo17,Soil,2-4mm,6.28,95.06
75064,Apollo17,Soil,4-10mm,11.63,98.68
75065,Apollo17,Basalt,Ilmenite,1.26,18.21
75066,Apollo17,Breccia,Regolith,0.98,74.49
75070,Apollo17,Soil,Unsieved,7.26,59.5
75075,Apollo17,Basalt,Ilmenite,1008,88.96
75080,Apollo17,Soil,Unsieved,524.2,92.51
75081,Apollo17,Soil,<1mm,932.4,74.59
75082,Apollo17,Soil,1-2mm,38.92,88.08
75083,Apollo17,Soil,2-4mm,30.88,81.8
75084,Apollo17,Soil,4-10mm,23.31,96.68
75085,Apollo17,Basalt,Ilmenite,4.3,91.67
75086,Apollo17,Basalt,Ilmenite,2.32,62.29
75087,Apollo17,Basalt,Ilmenite,2.32,60.53
75088,Apollo17,Basalt,Ilmenite,1.99,88.96
75089,Apollo17,Basalt,Ilmenite,1.72,84.98
75110,Apollo17,Soil,Unsieved,122.5,98.47
75111,Apollo17,Soil,<1mm,235,97.23
75112,Apollo17,Soil,1-2mm,10.2,97.55
75113,Apollo17,Soil,2-4mm,6.76,100
75114,Apollo17,Soil,4-10mm,6.87,98.4
75115,Apollo17,Basalt,Ilmenite,2.6,90
75120,Apollo17,Soil,Unsieved,126.6,96.84
75121,Apollo17,Soil,<1mm,240.3,96.35
75122,Apollo17,Soil,1-2mm,5.21,86.56
75123,Apollo17,Soil,2-4mm,2.15,100
75124,Apollo17,Soil,4-10mm,0.96,100
76001,Apollo17,Core,Unsieved,711.6,76.86
76010,Apollo17,Soil,Unsieved,20.31,0
76015,Apollo17,Breccia,ImpactMelt,2819,83
76030,Apollo17,Soil,Unsieved,16.06,80.95
76031,Apollo17,Soil,<1mm,152.6,99.6
76032,Apollo17,Soil,1-2mm,5.71,100
76033,Apollo17,Soil,2-4mm,4.58,100
76034,Apollo17,Soil,4-10mm,2.01,77.61
76035,Apollo17,Breccia,ImpactMelt,376.2,98.56
76036,Apollo17,Breccia,ImpactMelt,3.95,100
76037,Apollo17,Basalt,Ilmenite,2.52,88.29
76055,Apollo17,Breccia,ImpactMelt,6412,95.43
76120,Apollo17,Soil,Unsieved,107,99.63
76121,Apollo17,Soil,<1mm,188.1,99.11
76122,Apollo17,Soil,1-2mm,4.72,100
76123,Apollo17,Soil,2-4mm,2.49,100
76124,Apollo17,Soil,4-10mm,1.61,79.5
76130,Apollo17,Soil,Unsieved,19.57,83.85
76131,Apollo17,Soil,<1mm,146.1,98.9
76132,Apollo17,Soil,1-2mm,6.79,100
76133,Apollo17,Soil,2-4mm,5.21,100
76134,Apollo17,Soil,4-10mm,3.1,93.42
76135,Apollo17,Breccia,ImpactMelt,133.5,95.41
76136,Apollo17,Basalt,Ilmenite,86.6,97.97
76137,Apollo17,Breccia,ImpactMelt,2.96,88.13
76210,Apollo17,Soil,Unsieved,2.74,34.67
76215,Apollo17,Breccia,ImpactMelt,643.9,92.51
76220,Apollo17,Soil,Unsieved,196.7,99.64
76221,Apollo17,Soil,<1mm,390.4,99.53
76222,Apollo17,Soil,1-2mm,13.65,98.16
76223,Apollo17,Soil,2-4mm,8.26,100
76224,Apollo17,Soil,4-10mm,3.83,74.13
76230,Apollo17,Soil,Unsieved,6.63,70.98
76235,Apollo17,Crustal,Cataclasite,26.56,60.36
76236,Apollo17,Breccia,ImpactMelt,19.18,100
76237,Apollo17,Breccia,ImpactMelt,10.31,99.28
76238,Apollo17,Breccia,ImpactMelt,8.21,100
76239,Apollo17,Breccia,ImpactMelt,6.23,100
76240,Apollo17,Soil,Unsieved,450.7,97.63
76241,Apollo17,Soil,<1mm,21.14,53.66
76242,Apollo17,Soil,1-2mm,1.2,90.83
76243,Apollo17,Soil,2-4mm,1.23,100
76244,Apollo17,Soil,4-10mm,1.53,96.73
76245,Apollo17,Breccia,ImpactMelt,8.24,100
76246,Apollo17,Breccia,ImpactMelt,6.5,100
76250,Apollo17,Soil,Unsieved,4.63,63.72
76255,Apollo17,Breccia,ImpactMelt,406.6,88.95
76260,Apollo17,Soil,Unsieved,96.6,93.67
76261,Apollo17,Soil,<1mm,170.7,83.73
76262,Apollo17,Soil,1-2mm,8.55,100
76263,Apollo17,Soil,2-4mm,6.57,100
76264,Apollo17,Soil,4-10mm,8.76,91.27
76265,Apollo17,Breccia,ImpactMelt,1.75,100
76270,Apollo17,Soil,Unsieved,0.46,67.39
76275,Apollo17,Breccia,ImpactMelt,55.93,92.75
76280,Apollo17,Soil,Unsieved,153,98.66
76281,Apollo17,Soil,<1mm,251.8,96.2
76282,Apollo17,Soil,1-2mm,14.27,94.74
76283,Apollo17,Soil,2-4mm,12.71,56.71
76284,Apollo17,Soil,4-10mm,10.69,99.44
76285,Apollo17,Breccia,ImpactMelt,2.21,100
76286,Apollo17,Breccia,ImpactMelt,1.7,83.33
76290,Apollo17,Soil,Unsieved,9.65,80.93
76295,Apollo17,Breccia,ImpactMelt,260.7,91.59
76305,Apollo17,Breccia,ImpactMelt,4.01,100
76306,Apollo17,Breccia,ImpactMelt,4.25,100
76307,Apollo17,Breccia,ImpactMelt,2.49,0
76310,Apollo17,Soil,Unsieved,25.39,85.19
76315,Apollo17,Breccia,ImpactMelt,671.1,91.21
76320,Apollo17,Soil,Unsieved,260.3,99.96
76321,Apollo17,Soil,<1mm,502.7,94.07
76322,Apollo17,Soil,1-2mm,23.1,96.71
76323,Apollo17,Soil,2-4mm,15.84,96.78
76324,Apollo17,Soil,4-10mm,11.8,95.41
76330,Apollo17,Soil,Unsieved,306.1,97.85
76335,Apollo17,Crustal,Cataclasite,502.89,97.14
76500,Apollo17,Soil,Unsieved,345.2,99.68
76501,Apollo17,Soil,<1mm,630.7,87.25
76502,Apollo17,Soil,1-2mm,22.76,90.64
76503,Apollo17,Soil,2-4mm,10.09,29.73
76504,Apollo17,Soil,4-10mm,10.72,81.07
76505,Apollo17,Breccia,ImpactMelt,4.69,93.18
76506,Apollo17,Breccia,Regolith,2.81,89.32
76530,Apollo17,Soil,Unsieved,70.27,92.13
76535,Apollo17,Crustal,Troctolite,155.5,47.89
76536,Apollo17,Crustal,Cataclasite,10.26,93.16
76537,Apollo17,Basalt,Ilmenite,26.48,97.13
76538,Apollo17,Basalt,Ilmenite,5.87,92.16
76539,Apollo17,Basalt,Ilmenite,14.8,93.7
76545,Apollo17,Breccia,Regolith,51.21,98.57
76546,Apollo17,Breccia,Regolith,0,0
76547,Apollo17,Breccia,Regolith,0,0
76548,Apollo17,Breccia,Regolith,2.53,87.85
76549,Apollo17,Breccia,Regolith,0,0
76555,Apollo17,Breccia,ImpactMelt,8.44,96.38
76556,Apollo17,Breccia,ImpactMelt,7.4,95.94
76557,Apollo17,Breccia,ImpactMelt,5.59,94.81
76558,Apollo17,Breccia,ImpactMelt,0.68,100
76559,Apollo17,Breccia,ImpactMelt,0.75,86.61
76565,Apollo17,Breccia,Regolith,11.6,87.01
76566,Apollo17,Breccia,Regolith,2.64,100
76567,Apollo17,Breccia,Regolith,5.49,96.54
76568,Apollo17,Basalt,Ilmenite,9.48,92.27
76569,Apollo17,Breccia,ImpactMelt,4.21,93.65
76575,Apollo17,Breccia,ImpactMelt,16.25,89.16
76576,Apollo17,Breccia,ImpactMelt,5.33,92.74
76577,Apollo17,Breccia,ImpactMelt,13.54,98.15
77010,Apollo17,Soil,Unsieved,93.65,86.97
77017,Apollo17,Crustal,Cataclasite,1730,93.14
77035,Apollo17,Breccia,ImpactMelt,5727,92.03
77070,Apollo17,Soil,Unsieved,9.28,97.41
77075,Apollo17,Breccia,ImpactMelt,172.4,89.28
77076,Apollo17,Breccia,ImpactMelt,13.97,100
77077,Apollo17,Crustal,Cataclasite,0,90.64
77110,Apollo17,Soil,Unsieved,0.15,0
77115,Apollo17,Breccia,ImpactMelt,115.9,78.2
77130,Apollo17,Soil,Unsieved,1.42,68.31
77135,Apollo17,Breccia,ImpactMelt,337.4,82.44
77210,Apollo17,Soil,Unsieved,111.7,95.43
77215,Apollo17,Crustal,Cataclasite,846.4,93.03
77510,Apollo17,Soil,Unsieved,77.57,85.73
77511,Apollo17,Soil,<1mm,118.1,99.29
77512,Apollo17,Soil,1-2mm,2.45,89.8
77513,Apollo17,Soil,2-4mm,1.19,100
77514,Apollo17,Soil,4-10mm,1.24,79.03
77515,Apollo17,Breccia,ImpactMelt,337.6,99.19
